id,education,religion,party,indepparty,demstrength,repstrength,demlike_1,replike_1,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,choice_set,outlet_headline,endorser_partisanship,endorser_gender,endorser_religiosity,chosen_article,age,gender,ethnicity,employment_status
1,3,11,3,3,,,48,45,1,2,2,1,1,1,1,2,1,2,2,1,2,12,1D,Democrat,Male,Yes,1,34,Male,Asian,Full-Time
1,3,11,3,3,,,48,45,1,2,2,1,1,1,1,2,1,2,2,1,2,12,N,Independent,Female,No,0,34,Male,Asian,Full-Time
1,3,11,3,3,,,48,45,1,2,2,1,1,1,1,2,1,2,2,1,2,13,1D,Republican,Female,No,0,34,Male,Asian,Full-Time
1,3,11,3,3,,,48,45,1,2,2,1,1,1,1,2,1,2,2,1,2,13,3R,Independent,Male,Yes,1,34,Male,Asian,Full-Time
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1R,Independent,Male,No,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,1,3R,Republican,Female,Yes,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2D,Independent,Female,Yes,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,2,3R,Republican,Male,No,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,3,1R,Republican,Female,No,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,3,3D,Democrat,Male,Yes,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,4,3R,Independent,Male,Yes,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,4,2R,Democrat,Female,No,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,5,3R,Independent,Female,No,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,5,N,Republican,Male,Yes,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,6,2D,Republican,Male,Yes,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,6,3D,Democrat,Female,No,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,7,1D,Democrat,Male,No,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,7,2R,Republican,Female,Yes,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,8,2D,Democrat,Female,No,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,8,1D,Independent,Male,Yes,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,9,2D,Democrat,Female,Yes,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,9,2R,Independent,Male,No,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,10,1D,Independent,Female,Yes,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,10,1R,Democrat,Male,No,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,11,1R,Republican,Female,Yes,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,11,2D,Independent,Male,No,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,12,1D,Democrat,Male,Yes,0,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,12,N,Independent,Female,No,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,13,1D,Republican,Female,No,1,43,Female,White,DATA_EXPIRED
2,2,4,1,,2,,32,41,1,2,2,2,1,1,2,1,1,1,2,2,1,13,3R,Independent,Male,Yes,0,43,Female,White,DATA_EXPIRED
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1R,Independent,Male,No,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,1,3R,Republican,Female,Yes,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2D,Independent,Female,Yes,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,2,3R,Republican,Male,No,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,3,1R,Republican,Female,No,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,3,3D,Democrat,Male,Yes,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,4,3R,Independent,Male,Yes,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,4,2R,Democrat,Female,No,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,5,3R,Independent,Female,No,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,5,N,Republican,Male,Yes,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,6,2D,Republican,Male,Yes,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,6,3D,Democrat,Female,No,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,7,1D,Democrat,Male,No,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,7,2R,Republican,Female,Yes,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,8,2D,Democrat,Female,No,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,8,1D,Independent,Male,Yes,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,9,2D,Democrat,Female,Yes,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,9,2R,Independent,Male,No,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,10,1D,Independent,Female,Yes,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,10,1R,Democrat,Male,No,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,11,1R,Republican,Female,Yes,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,11,2D,Independent,Male,No,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,12,1D,Democrat,Male,Yes,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,12,N,Independent,Female,No,0,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,13,1D,Republican,Female,No,1,47,Male,White,Other
3,2,9,1,,1,,87,33,1,1,2,2,2,2,1,1,1,1,2,1,1,13,3R,Independent,Male,Yes,0,47,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1R,Independent,Male,No,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,1,3R,Republican,Female,Yes,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2D,Independent,Female,Yes,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,2,3R,Republican,Male,No,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,3,1R,Republican,Female,No,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,3,3D,Democrat,Male,Yes,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,4,3R,Independent,Male,Yes,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,4,2R,Democrat,Female,No,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,5,3R,Independent,Female,No,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,5,N,Republican,Male,Yes,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,6,2D,Republican,Male,Yes,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,6,3D,Democrat,Female,No,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,7,1D,Democrat,Male,No,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,7,2R,Republican,Female,Yes,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,8,2D,Democrat,Female,No,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,8,1D,Independent,Male,Yes,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,9,2D,Democrat,Female,Yes,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,9,2R,Independent,Male,No,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,10,1D,Independent,Female,Yes,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,10,1R,Democrat,Male,No,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,11,1R,Republican,Female,Yes,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,11,2D,Independent,Male,No,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,12,1D,Democrat,Male,Yes,0,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,12,N,Independent,Female,No,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,13,1D,Republican,Female,No,1,23,Male,White,Other
4,2,9,3,1,,,70,40,1,1,2,1,2,1,1,2,1,2,2,2,1,13,3R,Independent,Male,Yes,0,23,Male,White,Other
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1R,Independent,Male,No,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,1,3R,Republican,Female,Yes,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2D,Independent,Female,Yes,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,2,3R,Republican,Male,No,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,3,1R,Republican,Female,No,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,3,3D,Democrat,Male,Yes,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,4,3R,Independent,Male,Yes,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,4,2R,Democrat,Female,No,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,5,3R,Independent,Female,No,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,5,N,Republican,Male,Yes,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,6,2D,Republican,Male,Yes,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,6,3D,Democrat,Female,No,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,7,1D,Democrat,Male,No,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,7,2R,Republican,Female,Yes,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,8,2D,Democrat,Female,No,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,8,1D,Independent,Male,Yes,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,9,2D,Democrat,Female,Yes,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,9,2R,Independent,Male,No,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,10,1D,Independent,Female,Yes,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,10,1R,Democrat,Male,No,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,11,1R,Republican,Female,Yes,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,11,2D,Independent,Male,No,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,12,1D,Democrat,Male,Yes,0,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,12,N,Independent,Female,No,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,13,1D,Republican,Female,No,1,38,Female,White,Part-Time
5,3,9,3,1,,,78,10,1,1,1,2,2,1,2,2,2,2,1,2,1,13,3R,Independent,Male,Yes,0,38,Female,White,Part-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,1,1R,Independent,Male,No,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,1,3R,Republican,Female,Yes,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2D,Independent,Female,Yes,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,2,3R,Republican,Male,No,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,3,1R,Republican,Female,No,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,3,3D,Democrat,Male,Yes,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,4,3R,Independent,Male,Yes,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,4,2R,Democrat,Female,No,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,5,3R,Independent,Female,No,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,5,N,Republican,Male,Yes,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,6,2D,Republican,Male,Yes,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,6,3D,Democrat,Female,No,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,7,1D,Democrat,Male,No,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,7,2R,Republican,Female,Yes,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,8,2D,Democrat,Female,No,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,8,1D,Independent,Male,Yes,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,9,2D,Democrat,Female,Yes,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,9,2R,Independent,Male,No,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,10,1D,Independent,Female,Yes,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,10,1R,Democrat,Male,No,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,11,1R,Republican,Female,Yes,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,11,2D,Independent,Male,No,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,12,1D,Democrat,Male,Yes,1,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,12,N,Independent,Female,No,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,13,1D,Republican,Female,No,0,56,Female,White,Full-Time
6,3,2,1,,1,,100,0,1,1,2,2,1,2,1,1,1,2,2,1,2,13,3R,Independent,Male,Yes,1,56,Female,White,Full-Time
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1R,Independent,Male,No,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,1,3R,Republican,Female,Yes,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2D,Independent,Female,Yes,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,2,3R,Republican,Male,No,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,3,1R,Republican,Female,No,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,3,3D,Democrat,Male,Yes,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,4,3R,Independent,Male,Yes,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,4,2R,Democrat,Female,No,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,5,3R,Independent,Female,No,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,5,N,Republican,Male,Yes,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,6,2D,Republican,Male,Yes,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,6,3D,Democrat,Female,No,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,7,1D,Democrat,Male,No,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,7,2R,Republican,Female,Yes,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,8,2D,Democrat,Female,No,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,8,1D,Independent,Male,Yes,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,9,2D,Democrat,Female,Yes,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,9,2R,Independent,Male,No,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,10,1D,Independent,Female,Yes,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,10,1R,Democrat,Male,No,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,11,1R,Republican,Female,Yes,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,11,2D,Independent,Male,No,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,12,1D,Democrat,Male,Yes,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,12,N,Independent,Female,No,1,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,13,1D,Republican,Female,No,0,23,Male,Other,Unemployed (and job seeking)
7,4,1,3,3,,,30,60,1,2,1,1,1,2,2,1,1,1,1,2,2,13,3R,Independent,Male,Yes,1,23,Male,Other,Unemployed (and job seeking)
8,4,6,1,,2,,75,0,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1R,Independent,Male,No,1,60,Female,White,Part-Time
8,4,6,1,,2,,75,0,1,1,2,1,2,1,1,1,1,1,1,2,1,1,3R,Republican,Female,Yes,0,60,Female,White,Part-Time
8,4,6,1,,2,,75,0,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2D,Independent,Female,Yes,1,60,Female,White,Part-Time
8,4,6,1,,2,,75,0,1,1,2,1,2,1,1,1,1,1,1,2,1,2,3R,Republican,Male,No,0,60,Female,White,Part-Time
